20820,2020-06-28 17:01:23,3523898249167098,fraud_Boyer-Reichert,shopping_net,29.0,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,4cd7b62dacaeb9e6f5154e49c28c8523,1372438883,40.050911,-73.50748399999999,0
20821,2020-06-28 17:01:46,3573030041201292,"fraud_Schuppe, Nolan and Hoeger",shopping_pos,4.46,Joanne,Williams,F,3638 Marsh Union,Altonah,UT,84002,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,fa8c108361b4927cb0ffa272f4523089,1372438906,39.760109,-109.967467,0
20822,2020-06-28 17:02:50,567868110212,fraud_Lubowitz-Walter,kids_pets,103.68,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,71985238e35626c0504ffd7810e909cc,1372438970,30.133096000000002,-96.04381500000001,0
20823,2020-06-28 17:03:10,30135235368675,"fraud_Denesik, Powlowski and Pouros",home,5.19,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,914db1dde4e23fadf2a603c00920736b,1372438990,39.533983,-93.590056,0
20824,2020-06-28 17:03:18,3583635130604947,fraud_Kihn-Schuster,food_dining,45.2,Crystal,Gamble,F,899 Michele View Suite 960,Philadelphia,PA,19149,40.0369,-75.0664,1526206,Structural engineer,1985-01-01,b05c304f0f82af5d28d3fcbfc9ce76ee,1372438998,40.800661,-74.14501800000001,0
20825,2020-06-28 17:03:29,373905417449658,fraud_Howe PLC,entertainment,131.1,Sarah,Bishop,F,554 Mcdonald Valley Apt. 539,Meridian,TX,76665,31.929000000000002,-97.6443,2526,Phytotherapist,1970-11-12,369a05582414dacba3fa7041a59007f4,1372439009,32.907948,-96.710623,0
20826,2020-06-28 17:03:41,3590736522064285,fraud_Osinski Inc,personal_care,26.7,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,c1167ef89608e170bcdd62307d9743dd,1372439021,35.126213,-92.014331,0
20827,2020-06-28 17:03:42,4745996322265,fraud_Eichmann-Russel,misc_pos,76.63,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,dc71be4626017deb3fe2e65ddb010f23,1372439022,41.990768,-87.664474,0
20828,2020-06-28 17:04:00,30442439074871,"fraud_Goyette, Howell and Collier",shopping_pos,337.95,Linda,Sanchez,F,6574 William Hill Apt. 375,Jermyn,PA,18433,41.5744,-75.5881,6508,Training and development officer,1981-06-22,2255f1876328d78f1df750dd4b882456,1372439040,41.91277,-74.829102,0
20829,2020-06-28 17:04:01,30199621383748,fraud_Auer-West,shopping_net,18.4,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,511b3a99369ba6ce226f0a4c23c7402c,1372439041,33.917936,-95.9884,0
20830,2020-06-28 17:04:09,4900628639996,"fraud_Bahringer, Bergnaum and Quitzon",home,18.03,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,69fe11abce8eb5e1f666c38ecf9b306f,1372439049,33.389153,-117.91859099999999,0
20831,2020-06-28 17:04:16,38199021865320,fraud_Waelchi-Wolf,kids_pets,59.4,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,a6359525531e54a5334c9f8aa486f81d,1372439056,43.446315999999996,-72.680205,0
20832,2020-06-28 17:04:20,3517527805128735,"fraud_Brown, Homenick and Lesch",health_fitness,50.44,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,17823e01a86cbb9e337c6c1984bb87c9,1372439060,41.143265,-89.05881099999999,0
20833,2020-06-28 17:04:21,3589255887819806,fraud_Pfeffer and Sons,shopping_pos,9.81,David,Miller,M,622 Bradley Knoll Apt. 758,Hancock,MD,21750,39.6991,-78.1762,3766,Press photographer,1984-02-14,62ce9ff77ebacd1ab582ec7fa122b5f4,1372439061,40.003133,-79.111081,0
20834,2020-06-28 17:04:32,4906628655840914250,"fraud_Roob, Conn and Tremblay",shopping_pos,19.65,Charles,Moreno,M,838 Franklin Prairie Apt. 902,Key West,FL,33040,24.6557,-81.3824,32891,Town planner,1987-02-13,b71973fddb8af7ceea885d1478333bf3,1372439072,25.563765,-82.097153,0
20835,2020-06-28 17:05:01,3575789281659026,fraud_Connelly-Carter,home,2.87,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,e7f5194159ea85e5336e4e1712fd8567,1372439101,38.314848,-94.711996,0
20836,2020-06-28 17:05:21,3540210836308425,fraud_Cruickshank-Mills,entertainment,81.09,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,e03169faf092ff9105ec7f0a77c4af71,1372439121,35.16523,-102.591011,0
20837,2020-06-28 17:05:40,3598634130286287,"fraud_Lesch, D'Amore and Brown",food_dining,26.23,David,Hughes,M,707 Butler Parkways Apt. 747,Omaha,NE,68117,41.2064,-95.9953,518429,"Surveyor, land/geomatics",1995-10-10,333c2e1b1c20b745269f7124e77c691e,1372439140,40.914239,-96.889758,0
20838,2020-06-28 17:06:18,4500002361389,fraud_Baumbach Ltd,personal_care,20.8,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,30681699556e7392775cd64a389fef28,1372439178,37.442315,-76.697813,0
20839,2020-06-28 17:06:36,6011367958204270,fraud_Hammes-Beatty,kids_pets,85.08,Tammy,Ayers,F,1652 James Mews,Hinckley,OH,44233,41.2419,-81.7453,7646,Medical sales representative,1988-09-15,7eb901fc2065619d2c261e4c538afe17,1372439196,41.071515999999995,-81.696649,0
20840,2020-06-28 17:07:04,180094419304907,"fraud_Lang, Towne and Schuppe",kids_pets,42.42,Sharon,Smith,F,17666 David Valleys,Sun City,CA,92585,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,2113f3fbdf4934d07f78ca4e3559dc38,1372439224,32.885298,-117.523812,0
20841,2020-06-28 17:07:09,38057513087029,"fraud_Douglas, Schneider and Turner",shopping_pos,5.66,Marissa,Clark,F,2677 Byrd Village Suite 035,San Jose,CA,95148,37.3304,-121.7913,973849,Geoscientist,1997-01-18,d5ef0d4f033592925b9c0ab67fa400f9,1372439229,36.367083,-122.04813899999999,0
20842,2020-06-28 17:07:51,4119762878330989,fraud_Baumbach Ltd,personal_care,5.0,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945-08-19,afde4886a9657a3a410fa4103d3ddf9e,1372439271,40.509759,-90.247339,0
20843,2020-06-28 17:08:28,180011453250192,fraud_Botsford and Sons,home,78.13,Craig,Dunn,M,721 Jacqueline Brooks,New Boston,IL,61272,41.2153,-90.9879,1504,Manufacturing engineer,1993-10-05,e64db5d6696c40befb93aa5e905f0d12,1372439308,41.11776,-90.280589,0
20844,2020-06-28 17:08:49,502038091380,"fraud_Hyatt, Russel and Gleichner",health_fitness,76.08,Kurt,Peters,M,7290 Ashlee Keys,Kissee Mills,MO,65680,36.6704,-93.0377,1201,"Engineer, agricultural",1980-03-18,02d8359b96ab8ea8acff42d82125be46,1372439329,36.992682,-92.973979,0
20845,2020-06-28 17:09:07,6595970453799027,fraud_Dibbert and Sons,entertainment,45.16,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,7b70b76361ad80a258f23723daef9b4e,1372439347,41.230779999999996,-74.056205,0
20846,2020-06-28 17:09:12,4990494243023,fraud_Hilpert-Conroy,kids_pets,79.01,Martin,Ford,M,56812 Francis Courts,Corriganville,MD,21524,39.6967,-78.8031,626,Energy engineer,1960-12-13,3901afca1695694e30efdb765a0d886a,1372439352,39.427764,-79.20278499999999,0
20847,2020-06-28 17:09:15,4587657402165341815,fraud_Durgan-Auer,misc_net,156.81,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,499db6775b7cfebd5b170ab368ea2244,1372439355,41.724073,-88.33217900000001,0
20848,2020-06-28 17:10:28,4560004149983868183,fraud_Harris Group,food_dining,39.63,Stacy,Villegas,F,20581 Pena Walks,Colorado Springs,CO,80951,38.8881,-104.6556,525713,Museum/gallery exhibitions officer,1992-05-09,d425dfbab57eaf001e7cdb6d723b2d5e,1372439428,39.028175,-104.599225,0
20849,2020-06-28 17:11:29,4939976756738216,fraud_Lynch-Wisozk,home,10.34,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,281ec1dd428946314990394f69d1a5b1,1372439489,26.034442000000002,-99.08919200000001,0
20850,2020-06-28 17:11:35,6011438889172900,fraud_Spencer-Runolfsson,misc_pos,187.33,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,85d090d9891304099f56c565c1391f3f,1372439495,35.255775,-92.05304699999999,0
